Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
SW6,SPACE,SW_Cherry_MX_6.25u_PCB_with_LED,163.538,-136.684,0.0,top
SW60,"""O""",SW_Cherry_MX_1.00u_PCB_with_LED,213.487,-78.6765,0.0,top
SW61,"""U""",SW_Cherry_MX_1.00u_PCB_with_LED,175.387,-78.6765,0.0,top
SW62,"""T""",SW_Cherry_MX_1.00u_PCB_with_LED,137.287,-78.6765,0.0,top
SW63,"""E""",SW_Cherry_MX_1.00u_PCB_with_LED,99.187,-78.6765,0.0,top
SW64,"""Q""",SW_Cherry_MX_1.00u_PCB_with_LED,61.087,-78.6765,0.0,top
SW65,INS/DEL,SW_Cherry_MX_1.00u_PCB_with_LED,381.381,-59.6392,0.0,top
SW66,UP/DOWN,SW_Cherry_MX_1.00u_PCB_with_LED,343.281,-59.6392,0.0,top
SW67,NC ($0A),SW_Cherry_MX_1.50u_PCB_with_LED,89.7255,-135.8265,0.0,top
SW68,""")""",SW_Cherry_MX_1.00u_PCB_with_LED,223.012,-59.6265,0.0,top
SW69,"""\""",SW_Cherry_MX_1.00u_PCB_with_LED,184.912,-59.6265,0.0,top
SW7,"""[""",SW_Cherry_MX_1.00u_PCB_with_LED,261.112,-59.6265,0.0,top
SW70,"""'""",SW_Cherry_MX_1.00u_PCB_with_LED,146.812,-59.6265,0.0,top
SW71,"""$""",SW_Cherry_MX_1.00u_PCB_with_LED,108.712,-59.6265,0.0,top
SW72,QUOTE,SW_Cherry_MX_1.00u_PCB_with_LED,70.612,-59.6265,0.0,top
SW73,LEFT/RIGHT,SW_Cherry_MX_1.00u_PCB_with_LED,362.331,-59.6392,0.0,top
SW74,CLR/HOME,SW_Cherry_MX_1.00u_PCB_with_LED,324.231,-59.6392,0.0,top
SW75,B ARROW,SW_Cherry_MX_1.00u_PCB_with_LED,242.062,-59.6265,0.0,top
SW76,"""(""",SW_Cherry_MX_1.00u_PCB_with_LED,203.962,-59.6265,0.0,top
SW77,"""&""",SW_Cherry_MX_1.00u_PCB_with_LED,165.862,-59.6265,0.0,top
SW78,"""%""",SW_Cherry_MX_1.00u_PCB_with_LED,127.762,-59.6265,0.0,top
SW79,"""#""",SW_Cherry_MX_1.00u_PCB_with_LED,89.662,-59.6265,0.0,top
SW8,OFF/RVS,SW_Cherry_MX_1.50u_PCB_with_LED,37.2745,-78.6765,0.0,top
SW80,"""!""",SW_Cherry_MX_1.00u_PCB_with_LED,51.562,-59.6265,0.0,top
SW9,"KP ""-""",SW_Cherry_MX_1.00u_PCB_with_LED,362.331,-135.8392,0.0,top
U1,74LS145,DIP-16_W7.62mm,306.3422,-73.2238,0.0,top
U2,PCA9557PW,TSSOP-16_4.4x5mm_P0.65mm,306.9687,-91.186,270.0,top
U3,PCA9531PW,TSSOP-16_4.4x5mm_P0.65mm,306.9687,-110.6424,270.0,top
U4,PCA9531PW,TSSOP-16_4.4x5mm_P0.65mm,306.9179,-100.9904,270.0,top
U5,~,THB Miniature Thumbstick THB001P,303.6205,-129.539,180.0,top
