Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
SW30,"""B""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,151.538,-121.594,0.0,bottom
SW31,"""C""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,113.438,-121.594,0.0,bottom
SW32,"""Z""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,75.338,-121.594,0.0,bottom
SW320,S LOCK,SW_Cherry_MX_1.50u_PCB_with_RGB_LED,42.064,-102.48,0.0,bottom
SW33,"KP ""*""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,381.281,-102.556,0.0,bottom
SW34,"KP ""5""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,343.181,-102.556,0.0,bottom
SW36,""":""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,237.39,-102.544,0.0,bottom
SW37,"""K""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,199.29,-102.544,0.0,bottom
SW38,"""H""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,161.19,-102.544,0.0,bottom
SW39,"""F""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,123.09,-102.544,0.0,bottom
SW4,STOP,SW_Cherry_MX_1.00u_PCB_with_RGB_LED,256.44,-102.544,0.0,bottom
SW40,"""S""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,84.99,-102.544,0.0,bottom
SW41,"KP ""6""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,362.231,-102.556,0.0,bottom
SW42,"KP ""4""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,324.131,-102.556,0.0,bottom
SW44,"""L""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,218.34,-102.544,0.0,bottom
SW45,"""J""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,180.24,-102.544,0.0,bottom
SW46,"""G""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,142.14,-102.544,0.0,bottom
SW47,"""D""",SW_Cherry_MX_1.00u_PCB_with_RGB_LED,104.04,-102.544,0.0,bottom
